sample_id,scenario_type,human_has_risk,human_values,claude-sonnet-4-5_has_risk,claude-sonnet-4-5_values,claude-sonnet-4-5_risk_match,claude-sonnet-4-5_value_jaccard,deepseek-chat_has_risk,deepseek-chat_values,deepseek-chat_risk_match,deepseek-chat_value_jaccard,gemini-2.5-flash_has_risk,gemini-2.5-flash_values,gemini-2.5-flash_risk_match,gemini-2.5-flash_value_jaccard,grok-4_has_risk,grok-4_values,grok-4_risk_match,grok-4_value_jaccard,o4-mini_has_risk,o4-mini_values,o4-mini_risk_match,o4-mini_value_jaccard,qwen-plus_has_risk,qwen-plus_values,qwen-plus_risk_match,qwen-plus_value_jaccard
issue_322707544,text,False,,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000
issue_323103752,text,False,,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8; SV9,MISMATCH,0.0000,True,SV6; SV8; SV9,MISMATCH,0.0000,True,SV6; SV8,MISMATCH,0.0000,True,SV6; SV8; SV9,MISMATCH,0.0000
issue_323210550,text,False,,True,HV10; HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,HV10; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV8,MISMATCH,0.0000,True,HV10; HV9; SV1; SV2; SV5,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5,MISMATCH,0.0000
issue_323369185,text,True,HV4,True,HV3; HV4; SV2; SV8; SV9,MATCH,0.2000,True,HV3; HV4; HV6; SV2; SV8,MATCH,0.2000,True,HV2; HV4; SV1; SV2; SV8,MATCH,0.2000,True,HV3; HV4; SV8; SV9,MATCH,0.2500,True,HV4; SV8; SV9,MATCH,0.3333,True,HV3; HV4; SV8; SV9,MATCH,0.2500
issue_323726722,text,True,SV2,True,SV1; SV2; SV5; SV8,MATCH,0.2500,True,HV2; HV3; SV1; SV2,MATCH,0.2500,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV2; SV1; SV2; SV5,MATCH,0.2500,True,SV1; SV2; SV5; SV8,MATCH,0.2500,True,HV9; SV1; SV2; SV8,MATCH,0.2500
issue_324120518,text,False,,True,HV3; HV4; SV8,MISMATCH,0.0000,True,HV3; HV4; SV2; SV8,MISMATCH,0.0000,True,HV3; HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV3; HV4; SV9,MISMATCH,0.0000,True,HV4; SV8; SV9,MISMATCH,0.0000,True,HV3; HV4; SV2; SV8,MISMATCH,0.0000
issue_324172333,text,True,SV9,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MATCH,0.0000,True,HV2; SV2; SV5; SV8,MATCH,0.0000,True,SV1; SV3; SV5; SV8,MATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MATCH,0.0000
issue_324470147,text,True,SV1; SV8,True,SV2; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2000,True,HV2; SV1; SV3; SV6; SV8,MATCH,0.4000,True,SV2; SV3; SV8,MATCH,0.2500,False,,MISMATCH,0.0000,False,,MISMATCH,0.0000
issue_324735835,text,True,HV10,True,HV10; SV1; SV2; SV8,MATCH,0.2500,True,SV1; SV2; SV8,MATCH,0.0000,True,HV10; SV1; SV2,MATCH,0.3333,True,HV10; SV1; SV2,MATCH,0.3333,True,HV10; SV1; SV2; SV8,MATCH,0.2500,True,HV10; SV1; SV2,MATCH,0.3333
issue_325035925,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV1; SV6; SV8,MISMATCH,0.0000,True,HV6; HV7; SV8,MISMATCH,0.0000,True,HV6; HV7; SV10,MISMATCH,0.0000,True,HV7; SV10; SV2; SV8,MISMATCH,0.0000
issue_325268606,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5,MISMATCH,0.0000
issue_325332822,text,False,,True,HV1; HV4; SV10; SV5; SV6,MISMATCH,0.0000,True,HV4; SV10; SV2; SV5,MISMATCH,0.0000,True,HV1; HV4; SV1; SV10; SV2; SV5,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV1; HV4; SV2; SV5; SV6,MISMATCH,0.0000,True,HV4; SV2; SV5; SV8,MISMATCH,0.0000
issue_325515356,text,True,SV8,True,HV9; SV2; SV5; SV8,MATCH,0.2500,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV9; SV1; SV2; SV8,MATCH,0.2500,True,HV9; SV2; SV5; SV8,MATCH,0.2500,True,SV1; SV2; SV5; SV8,MATCH,0.2500,True,HV3; SV2; SV5; SV8,MATCH,0.2500
issue_325772889,text,True,HV7,True,HV10; SV1; SV2; SV8,MATCH,0.0000,True,HV6; SV10; SV2; SV8,MATCH,0.0000,True,HV10; HV6; SV2; SV8,MATCH,0.0000,True,HV2; SV2; SV5; SV8,MATCH,0.0000,True,HV6; SV1; SV2; SV8,MATCH,0.0000,True,HV6; SV1; SV2; SV8,MATCH,0.0000
issue_325949215,text,True,HV7,True,HV2; HV6; SV3; SV8,MATCH,0.0000,True,HV1; HV2; SV2; SV3; SV8,MATCH,0.0000,True,HV1; HV2; HV3; HV6; SV1; SV2; SV3; SV8,MATCH,0.0000,True,HV2; HV3; HV9; SV3; SV8,MATCH,0.0000,True,HV6; SV2; SV3; SV8,MATCH,0.0000,True,HV1; HV6; SV3; SV8,MATCH,0.0000
issue_326637383,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5,MISMATCH,0.0000
issue_326822058,text,True,SV2,True,HV6; SV1; SV2; SV8,MATCH,0.2500,True,HV6; SV2; SV8,MATCH,0.3333,True,HV2; HV6; SV1; SV2; SV6; SV8,MATCH,0.1667,True,HV6; SV2; SV8,MATCH,0.3333,True,HV6; SV2; SV8,MATCH,0.3333,True,HV6; SV2; SV8,MATCH,0.3333
issue_327928733,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000
issue_327930196,text,False,,False,,MATCH,1.0000,True,HV1; HV2; SV2; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV1; HV2; SV2; SV8; SV9,MISMATCH,0.0000,False,,MATCH,1.0000
issue_327967328,text,False,,False,,MATCH,1.0000,True,HV1; HV2; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8; SV9,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000
issue_32821585,text,True,HV9,True,HV10; SV1; SV2; SV5,MATCH,0.0000,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.2000,True,HV10; HV9; SV1; SV2; SV5; SV8,MATCH,0.1667,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.2000,True,HV10; HV9; SV1; SV2; SV5; SV8,MATCH,0.1667,True,HV10; HV9; SV2; SV5,MATCH,0.2500
issue_329299380,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV4; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_329974682,text,False,,True,SV2; SV3; SV5; SV6; SV7; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV7; SV8,MISMATCH,0.0000,True,HV2; HV6; SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV7; SV8,MISMATCH,0.0000,True,SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV7,MISMATCH,0.0000
issue_329985066,text,False,,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV3; HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV1; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV5,MISMATCH,0.0000
issue_331728023,text,False,,True,SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,SV1; SV3; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000
issue_332415276,text,False,,True,SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV1; SV2; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8; SV9,MISMATCH,0.0000,True,SV2; SV8; SV9,MISMATCH,0.0000,True,SV2; SV8; SV9,MISMATCH,0.0000,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000
issue_333755673,text,True,HV3; HV9; SV1,True,HV10; HV9; SV1; SV2; SV4; SV5,MATCH,0.2857,True,HV3; HV5; HV9; SV1; SV2; SV5,MATCH,0.5000,True,HV1; HV10; HV3; HV9; SV1; SV2; SV5,MATCH,0.4286,True,HV9; SV1; SV2; SV4; SV5,MATCH,0.3333,True,HV10; HV9; SV1; SV2; SV4; SV5,MATCH,0.2857,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.3333
issue_333858077,text,False,,True,HV6; HV7; HV8; SV4,MISMATCH,0.0000,True,HV6; HV7; HV8; SV2,MISMATCH,0.0000,True,HV6; HV7; HV8; HV9,MISMATCH,0.0000,True,HV6; HV7,MISMATCH,0.0000,True,HV6; HV7; HV8; HV9,MISMATCH,0.0000,True,HV6; HV7; SV1,MISMATCH,0.0000
issue_334475948,text,False,,True,HV4; SV2; SV5; SV8,MISMATCH,0.0000,True,HV4; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV4; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000
issue_334679866,text,False,,True,HV1; SV2; SV3; SV5,MISMATCH,0.0000,True,HV1; SV10; SV2; SV5,MISMATCH,0.0000,True,HV1; HV10; SV1; SV2,MISMATCH,0.0000,True,HV1; HV10; SV1; SV2; SV5,MISMATCH,0.0000,True,HV1; HV10; SV2; SV3,MISMATCH,0.0000,True,HV1; HV10; SV1; SV2,MISMATCH,0.0000
issue_334954131,text,False,,True,HV6; HV9; SV1; SV10; SV8,MISMATCH,0.0000,True,HV5; HV6; SV1; SV5,MISMATCH,0.0000,True,HV2; HV9; SV1; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; HV9; SV10; SV5,MISMATCH,0.0000,True,HV6; HV9,MISMATCH,0.0000,True,HV1; HV6; SV1; SV5,MISMATCH,0.0000
issue_335038684,text,False,,True,SV1; SV2; SV5; SV6,MISMATCH,0.0000,True,HV1; SV2; SV5; SV6,MISMATCH,0.0000,True,HV1; SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5,MISMATCH,0.0000,True,HV10; SV2; SV5; SV6,MISMATCH,0.0000,True,HV1; SV2; SV5,MISMATCH,0.0000
issue_335179520,text,False,,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; HV2; HV6; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV6; SV8,MISMATCH,0.0000
issue_335199581,text,False,,True,HV1; HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV10; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV8,MISMATCH,0.0000,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_335324992,text,False,,True,HV4; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV5,MISMATCH,0.0000,True,HV4; SV1; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV5,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV5,MISMATCH,0.0000
issue_335463070,text,False,,True,HV7; SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV6,MISMATCH,0.0000,True,HV6; HV8; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV1; SV5; SV6,MISMATCH,0.0000,True,HV6; HV7; SV3; SV5; SV6,MISMATCH,0.0000,True,HV9; SV1; SV2; SV5,MISMATCH,0.0000
issue_336390732,text,True,HV2; SV3,True,HV2; SV2; SV3; SV8,MATCH,0.5000,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.4000,True,HV2; HV6; SV1; SV2; SV3; SV5; SV8,MATCH,0.2857,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.4000,True,SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; HV5; SV2; SV3; SV5,MATCH,0.4000
issue_336577691,text,False,,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV8,MISMATCH,0.0000
issue_337062226,text,False,,True,SV2; SV5; SV8; SV9,MISMATCH,0.0000,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5; SV8; SV9,MISMATCH,0.0000,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000,True,SV3; SV8; SV9,MISMATCH,0.0000,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000
issue_337320971,text,False,,True,SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV8,MISMATCH,0.0000
issue_338130106,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_338275006,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_338676003,text,True,HV5,True,HV9; SV1; SV2; SV5,MATCH,0.0000,True,HV3; HV6; HV9; SV2; SV5,MATCH,0.0000,True,HV3; HV6; HV9; SV1; SV2,MATCH,0.0000,True,HV10; HV9; SV1; SV2; SV5,MATCH,0.0000,True,HV9; SV1; SV2; SV8,MATCH,0.0000,True,HV3; HV9; SV1; SV2,MATCH,0.0000
issue_339362185,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_339444204,text,True,SV8,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV2; HV4; SV1; SV2; SV5; SV6; SV8,MATCH,0.1429,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV3; HV6; SV2; SV5; SV8,MATCH,0.2000
issue_339490944,text,False,,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV6; SV8; SV9,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000
issue_339618562,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV8; SV1; SV2; SV5; SV6,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV6,MISMATCH,0.0000,True,HV1; SV2; SV3; SV5,MISMATCH,0.0000
issue_341134310,text,False,,True,SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV4; SV1; SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV5,MISMATCH,0.0000
issue_34126005,text,True,HV1; HV9; SV6,True,HV2; SV1; SV3; SV6; SV8,MATCH,0.1429,True,HV2; HV9; SV2; SV3; SV6; SV8,MATCH,0.2857,True,HV2; HV4; HV6; SV1; SV3; SV8,MATCH,0.0000,True,HV2; HV9; SV2; SV3; SV8,MATCH,0.1429,True,SV3; SV8,MATCH,0.0000,True,HV1; HV2; SV3; SV6; SV8,MATCH,0.3333
issue_341571872,text,False,,True,HV6; SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000
issue_341614248,text,False,,False,,MATCH,1.0000,False,,MATCH,1.0000,True,HV10; HV9; SV2; SV5; SV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000,False,,MATCH,1.0000,False,,MATCH,1.0000
issue_342019188,text,True,HV9,True,HV4; HV6; SV2; SV3; SV8,MATCH,0.0000,True,HV4; HV6; SV2; SV8,MATCH,0.0000,True,HV2; SV1; SV2; SV3; SV8,MATCH,0.0000,True,HV4; SV2; SV8,MATCH,0.0000,True,HV4; SV2; SV3; SV8,MATCH,0.0000,True,HV4; HV6; SV2; SV8,MATCH,0.0000
issue_342480440,text,False,,True,HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV5; SV8,MISMATCH,0.0000
issue_342809613,text,False,,True,SV2; SV3; SV8; SV9,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV2; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000
issue_342971254,text,False,,True,HV6; SV10; SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV10; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV4; SV5; SV8,MISMATCH,0.0000,True,HV6; SV10; SV3; SV4; SV5,MISMATCH,0.0000,True,HV6; HV7; SV2; SV4; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV2; SV3; SV5,MISMATCH,0.0000
issue_343354074,text,False,,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_343781645,text,False,,True,SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6,MISMATCH,0.0000,True,HV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV5; SV6; SV8,MISMATCH,0.0000,True,HV7; SV5; SV6,MISMATCH,0.0000,True,SV2; SV5; SV6,MISMATCH,0.0000
issue_343897081,text,True,HV9; SV8,True,HV4; HV9; SV6; SV8,MATCH,0.5000,True,HV4; HV9; SV2; SV8,MATCH,0.5000,True,HV6; HV9; SV1; SV2; SV8,MATCH,0.4000,True,HV4; HV9; SV2; SV8,MATCH,0.5000,True,HV4; HV9; SV8,MATCH,0.6667,True,HV4; HV9; SV1; SV8,MATCH,0.5000
issue_344177530,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_344393472,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV3; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV5; SV8,MISMATCH,0.0000
issue_344594053,text,False,,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000
issue_344854580,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000
issue_344901766,text,False,,True,HV1; HV6; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV6; SV8,MISMATCH,0.0000,True,SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8,MISMATCH,0.0000
issue_344902360,text,False,,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV1; HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9,MISMATCH,0.0000,True,HV7; HV9; SV1,MISMATCH,0.0000
issue_345455209,text,False,,True,HV2; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV8,MISMATCH,0.0000,True,SV2; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000
issue_345905174,text,True,SV8,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV1; HV2; SV2; SV5; SV8,MATCH,0.2000,True,HV1; HV2; HV6; SV2; SV5; SV6; SV8,MATCH,0.1429,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV3; HV6; SV2; SV5; SV8,MATCH,0.2000
issue_34598318,text,True,SV8,True,HV10; SV6; SV8,MATCH,0.3333,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV10; SV6; SV8,MATCH,0.3333,True,HV10; HV9; SV6; SV8,MATCH,0.2500,True,HV10; SV6; SV8,MATCH,0.3333,True,HV10; SV6; SV8,MATCH,0.3333
issue_346061431,text,False,,True,HV1; HV6; HV9; SV1,MISMATCH,0.0000,True,HV6; HV9; SV1; SV2,MISMATCH,0.0000,True,HV1; HV6; HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1,MISMATCH,0.0000,True,HV6; HV9; SV1,MISMATCH,0.0000
issue_346553054,text,False,,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV5,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV7; SV2; SV3; SV5,MISMATCH,0.0000,True,SV1; SV3; SV5,MISMATCH,0.0000,True,HV10; SV1; SV3; SV5,MISMATCH,0.0000
issue_347076076,text,True,HV10,True,HV10; HV9; SV1; SV2,MATCH,0.2500,True,HV10; HV9; SV1; SV2,MATCH,0.2500,True,HV10; HV9; SV1; SV2,MATCH,0.2500,True,HV10; HV9; SV1; SV2,MATCH,0.2500,True,HV10; HV9; SV1,MATCH,0.3333,True,HV10; HV9; SV1; SV2,MATCH,0.2500
issue_347378067,text,True,SV5,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV2; SV5; SV6; SV8,MATCH,0.2500,True,SV1; SV2; SV3; SV5; SV8,MATCH,0.2000
issue_347449633,text,True,SV9,True,HV2; SV2; SV3; SV8; SV9,MATCH,0.2000,True,HV2; HV4; SV2; SV3; SV8,MATCH,0.0000,True,HV2; SV2; SV3; SV6; SV8; SV9,MATCH,0.1667,True,HV2; SV2; SV8; SV9,MATCH,0.2500,True,HV2; SV8; SV9,MATCH,0.3333,True,HV2; SV2; SV8; SV9,MATCH,0.2500
